,country,school,workplace,events,transport,campaigns,movement,immigration,gatherings,at_home,testing,tracing,income,relief,fiscal,intl_aid,healthcare,vaccines,stringency_raw,stringency
2020-01-01,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-02,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-03,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-04,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-05,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-06,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-07,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-08,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-09,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-10,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-11,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-12,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-13,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-14,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-15,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-16,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-17,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-18,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-19,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-20,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-21,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-22,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-23,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-24,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-25,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-26,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-27,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-28,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-29,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-30,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-31,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-01,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-02,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-03,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-04,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-05,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-06,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-07,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-08,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-09,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-10,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-11,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-12,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-13,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-14,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-15,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-16,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-17,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-18,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-19,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-20,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-21,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-22,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-23,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-24,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-25,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-26,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-27,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-28,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-29,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-01,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-02,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-03,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-04,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-05,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-06,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-07,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-08,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-09,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-03-10,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0
2020-03-11,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0
2020-03-12,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0
2020-03-13,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0
2020-03-14,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0
2020-03-15,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,,,,,,8.33,8.33
2020-03-16,Aruba,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,,,,,,19.44,19.44
2020-03-17,Aruba,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,,,,,,19.44,19.44
2020-03-18,Aruba,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,,,,,,,30.56,30.56
2020-03-19,Aruba,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,,,,,,,30.56,30.56
2020-03-20,Aruba,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,,,,,,,30.56,30.56
2020-03-21,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-22,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-23,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-24,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-25,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-26,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-27,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-28,Aruba,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,,,,,,,41.67,41.67
2020-03-29,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,,,,,,,82.41,82.41
2020-03-30,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,,,,,,,82.41,82.41
2020-03-31,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,,,,,,,82.41,82.41
2020-04-01,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-02,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-03,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-04,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-05,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-06,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-07,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-08,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-09,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-10,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,,,,,,86.11,86.11
2020-04-11,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-12,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,,,,,,86.11,86.11
2020-04-13,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,,,,,,86.11,86.11
2020-04-14,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-15,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-16,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-17,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-18,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,,,,,,85.19,85.19
2020-04-19,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,,,,,,85.19,85.19
2020-04-20,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-21,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-22,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-23,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-24,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-25,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-26,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-27,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-28,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-29,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-04-30,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-05-01,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-05-02,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-05-03,Aruba,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,82.41,82.41
2020-05-04,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-05,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-06,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-07,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-08,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-09,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-10,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-11,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-12,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-13,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-14,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-15,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-16,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-17,Aruba,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,78.7,78.7
2020-05-18,Aruba,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,,,,,,45.37,45.37
2020-05-19,Aruba,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,,,,,,45.37,45.37
2020-05-20,Aruba,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,,,,,,45.37,45.37
2020-05-21,Aruba,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,,,,,,45.37,45.37
2020-05-22,Aruba,0.0,,0.0,,,2.0,3.0,0.0,2.0,,,,,,,,,,45.37
2020-05-23,Aruba,,,,,,2.0,3.0,,2.0,,,,,,,,,,45.37
2020-05-24,Aruba,,,,,,2.0,3.0,,2.0,,,,,,,,,,45.37
2020-05-25,Aruba,,,,,,2.0,3.0,,2.0,,,,,,,,,,45.37
2020-05-26,Aruba,,,,,,2.0,3.0,,2.0,,,,,,,,,,45.37
2020-05-27,Aruba,,,,,,2.0,3.0,,2.0,,,,,,,,,,45.37
2020-01-01,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-02,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-03,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-04,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-05,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-06,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-07,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-08,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-09,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-10,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-11,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-12,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-13,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-14,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-15,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-16,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-17,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-18,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-19,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-20,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-21,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-22,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-23,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-24,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-25,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-26,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-27,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-28,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-29,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-30,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-01-31,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-01,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-02,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-03,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-04,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-05,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-06,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-07,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-08,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-09,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-10,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-11,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-12,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-13,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-14,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-15,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-16,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-17,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
2020-02-18,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
